store_id,state_id,cat_id,wm_yr_wk,weekly_units,week_start,n_days,month,year,week_of_year
CA_1,CA,FOODS,11540,18816,2015-10-31,7,10,2015,44
CA_1,CA,FOODS,11541,18711,2015-11-07,7,11,2015,45
CA_1,CA,FOODS,11542,17833,2015-11-14,7,11,2015,46
CA_1,CA,FOODS,11543,18568,2015-11-21,7,11,2015,47
CA_1,CA,FOODS,11544,16591,2015-11-28,7,11,2015,48
CA_1,CA,FOODS,11545,18012,2015-12-05,7,12,2015,49
CA_1,CA,FOODS,11546,18191,2015-12-12,7,12,2015,50
CA_1,CA,FOODS,11547,17588,2015-12-19,7,12,2015,51
CA_1,CA,FOODS,11548,16635,2015-12-26,7,12,2015,52
CA_1,CA,FOODS,11549,18807,2016-01-02,7,1,2016,53
CA_1,CA,FOODS,11550,19655,2016-01-09,7,1,2016,1
CA_1,CA,FOODS,11551,18923,2016-01-16,7,1,2016,2
CA_1,CA,FOODS,11552,18030,2016-01-23,7,1,2016,3
CA_1,CA,FOODS,11601,20494,2016-01-30,7,1,2016,4
CA_1,CA,FOODS,11602,21184,2016-02-06,7,2,2016,5
CA_1,CA,FOODS,11603,19798,2016-02-13,7,2,2016,6
CA_1,CA,FOODS,11604,18904,2016-02-20,7,2,2016,7
CA_1,CA,FOODS,11605,20042,2016-02-27,7,2,2016,8
CA_1,CA,FOODS,11606,21600,2016-03-05,7,3,2016,9
CA_1,CA,FOODS,11607,19669,2016-03-12,7,3,2016,10
CA_1,CA,FOODS,11608,21985,2016-03-19,7,3,2016,11
CA_1,CA,FOODS,11609,20496,2016-03-26,7,3,2016,12
CA_1,CA,FOODS,11610,22389,2016-04-02,7,4,2016,13
CA_1,CA,FOODS,11611,20850,2016-04-09,7,4,2016,14
CA_1,CA,FOODS,11612,20842,2016-04-16,7,4,2016,15
CA_1,CA,FOODS,11613,21064,2016-04-23,7,4,2016,16
CA_1,CA,FOODS,11614,23357,2016-04-30,7,4,2016,17
CA_1,CA,FOODS,11615,22592,2016-05-07,7,5,2016,18
CA_1,CA,FOODS,11616,23418,2016-05-14,7,5,2016,19
CA_1,CA,HOBBIES,11417,3180,2014-05-24,7,5,2014,21
CA_1,CA,HOBBIES,11418,3703,2014-05-31,7,5,2014,22
CA_1,CA,HOBBIES,11419,2996,2014-06-07,7,6,2014,23
CA_1,CA,HOBBIES,11420,3487,2014-06-14,7,6,2014,24
CA_1,CA,HOBBIES,11421,3405,2014-06-21,7,6,2014,25
CA_1,CA,HOBBIES,11422,3757,2014-06-28,7,6,2014,26
CA_1,CA,HOBBIES,11423,3144,2014-07-05,7,7,2014,27
CA_1,CA,HOBBIES,11424,3443,2014-07-12,7,7,2014,28
CA_1,CA,HOBBIES,11425,3259,2014-07-19,7,7,2014,29
CA_1,CA,HOBBIES,11426,3438,2014-07-26,7,7,2014,30
CA_1,CA,HOBBIES,11427,3742,2014-08-02,7,8,2014,31
CA_1,CA,HOBBIES,11428,3324,2014-08-09,7,8,2014,32
CA_1,CA,HOBBIES,11429,3291,2014-08-16,7,8,2014,33
CA_1,CA,HOBBIES,11430,3154,2014-08-23,7,8,2014,34
CA_1,CA,HOBBIES,11431,3573,2014-08-30,7,8,2014,35
CA_1,CA,HOBBIES,11432,3166,2014-09-06,7,9,2014,36
CA_1,CA,HOBBIES,11433,3291,2014-09-13,7,9,2014,37
CA_1,CA,HOBBIES,11434,2905,2014-09-20,7,9,2014,38
CA_1,CA,HOBBIES,11435,3357,2014-09-27,7,9,2014,39
CA_1,CA,HOBBIES,11436,3424,2014-10-04,7,10,2014,40
CA_1,CA,HOBBIES,11437,3312,2014-10-11,7,10,2014,41
CA_1,CA,HOBBIES,11438,3628,2014-10-18,7,10,2014,42
CA_1,CA,HOBBIES,11439,3641,2014-10-25,7,10,2014,43
CA_1,CA,HOBBIES,11440,3971,2014-11-01,7,11,2014,44
CA_1,CA,HOBBIES,11441,3397,2014-11-08,7,11,2014,45
CA_1,CA,HOBBIES,11442,3552,2014-11-15,7,11,2014,46
CA_1,CA,HOBBIES,11443,3087,2014-11-22,7,11,2014,47
CA_1,CA,HOBBIES,11444,3676,2014-11-29,7,11,2014,48
CA_1,CA,HOBBIES,11445,3585,2014-12-06,7,12,2014,49
CA_1,CA,HOBBIES,11446,3674,2014-12-13,7,12,2014,50
CA_1,CA,HOBBIES,11447,3120,2014-12-20,7,12,2014,51
CA_1,CA,HOBBIES,11448,3284,2014-12-27,7,12,2014,52
CA_1,CA,HOBBIES,11449,3254,2015-01-03,7,1,2015,1
CA_1,CA,HOBBIES,11450,3526,2015-01-10,7,1,2015,2
CA_1,CA,HOBBIES,11451,3196,2015-01-17,7,1,2015,3
CA_1,CA,HOBBIES,11452,3478,2015-01-24,7,1,2015,4
CA_1,CA,HOBBIES,11501,3456,2015-01-31,7,1,2015,5
CA_1,CA,HOBBIES,11502,3797,2015-02-07,7,2,2015,6
CA_1,CA,HOBBIES,11503,3427,2015-02-14,7,2,2015,7
CA_1,CA,HOBBIES,11504,3620,2015-02-21,7,2,2015,8
CA_1,CA,HOBBIES,11505,4101,2015-02-28,7,2,2015,9
CA_1,CA,HOBBIES,11506,3470,2015-03-07,7,3,2015,10
CA_1,CA,HOBBIES,11507,3713,2015-03-14,7,3,2015,11
CA_1,CA,HOBBIES,11508,3506,2015-03-21,7,3,2015,12
CA_1,CA,HOBBIES,11509,3672,2015-03-28,7,3,2015,13
CA_1,CA,HOBBIES,11510,3644,2015-04-04,7,4,2015,14
CA_1,CA,HOBBIES,11511,3746,2015-04-11,7,4,2015,15
CA_1,CA,HOBBIES,11512,3924,2015-04-18,7,4,2015,16
CA_1,CA,HOBBIES,11513,3503,2015-04-25,7,4,2015,17
CA_1,CA,HOBBIES,11514,3923,2015-05-02,7,5,2015,18
CA_1,CA,HOBBIES,11515,3808,2015-05-09,7,5,2015,19
CA_1,CA,HOBBIES,11516,3851,2015-05-16,7,5,2015,20
CA_1,CA,HOBBIES,11517,3766,2015-05-23,7,5,2015,21
CA_1,CA,HOBBIES,11518,3787,2015-05-30,7,5,2015,22
CA_1,CA,HOBBIES,11519,3454,2015-06-06,7,6,2015,23
CA_1,CA,HOBBIES,11520,3526,2015-06-13,7,6,2015,24
CA_1,CA,HOBBIES,11521,3616,2015-06-20,7,6,2015,25
CA_1,CA,HOBBIES,11522,4432,2015-06-27,7,6,2015,26
CA_1,CA,HOBBIES,11523,3789,2015-07-04,7,7,2015,27
CA_1,CA,HOBBIES,11524,3909,2015-07-11,7,7,2015,28
CA_1,CA,HOBBIES,11525,4049,2015-07-18,7,7,2015,29
CA_1,CA,HOBBIES,11526,3638,2015-07-25,7,7,2015,30
CA_1,CA,HOBBIES,11527,4300,2015-08-01,7,8,2015,31
CA_1,CA,HOBBIES,11528,4005,2015-08-08,7,8,2015,32
CA_1,CA,HOBBIES,11529,4124,2015-08-15,7,8,2015,33
CA_1,CA,HOBBIES,11530,3777,2015-08-22,7,8,2015,34
CA_1,CA,HOBBIES,11531,3786,2015-08-29,7,8,2015,35
CA_1,CA,HOBBIES,11532,3947,2015-09-05,7,9,2015,36
CA_1,CA,HOBBIES,11533,3904,2015-09-12,7,9,2015,37
CA_1,CA,HOBBIES,11534,3649,2015-09-19,7,9,2015,38
CA_1,CA,HOBBIES,11535,3750,2015-09-26,7,9,2015,39
CA_1,CA,HOBBIES,11536,3922,2015-10-03,7,10,2015,40
CA_1,CA,HOBBIES,11537,3607,2015-10-10,7,10,2015,41
CA_1,CA,HOBBIES,11538,3986,2015-10-17,7,10,2015,42
CA_1,CA,HOBBIES,11539,3863,2015-10-24,7,10,2015,43
CA_1,CA,HOBBIES,11540,4206,2015-10-31,7,10,2015,44
CA_1,CA,HOBBIES,11541,3756,2015-11-07,7,11,2015,45
CA_1,CA,HOBBIES,11542,4106,2015-11-14,7,11,2015,46
CA_1,CA,HOBBIES,11543,3485,2015-11-21,7,11,2015,47
CA_1,CA,HOBBIES,11544,4209,2015-11-28,7,11,2015,48
CA_1,CA,HOBBIES,11545,4228,2015-12-05,7,12,2015,49
CA_1,CA,HOBBIES,11546,4039,2015-12-12,7,12,2015,50
CA_1,CA,HOBBIES,11547,3809,2015-12-19,7,12,2015,51
CA_1,CA,HOBBIES,11548,3651,2015-12-26,7,12,2015,52
CA_1,CA,HOBBIES,11549,3766,2016-01-02,7,1,2016,53
CA_1,CA,HOBBIES,11550,3572,2016-01-09,7,1,2016,1
CA_1,CA,HOBBIES,11551,3765,2016-01-16,7,1,2016,2
CA_1,CA,HOBBIES,11552,3474,2016-01-23,7,1,2016,3
CA_1,CA,HOBBIES,11601,3907,2016-01-30,7,1,2016,4
CA_1,CA,HOBBIES,11602,3527,2016-02-06,7,2,2016,5
CA_1,CA,HOBBIES,11603,3763,2016-02-13,7,2,2016,6
CA_1,CA,HOBBIES,11604,3645,2016-02-20,7,2,2016,7
CA_1,CA,HOBBIES,11605,3688,2016-02-27,7,2,2016,8
CA_1,CA,HOBBIES,11606,3740,2016-03-05,7,3,2016,9
CA_1,CA,HOBBIES,11607,3624,2016-03-12,7,3,2016,10
CA_1,CA,HOBBIES,11608,3451,2016-03-19,7,3,2016,11
CA_1,CA,HOBBIES,11609,3756,2016-03-26,7,3,2016,12
CA_1,CA,HOBBIES,11610,3804,2016-04-02,7,4,2016,13
CA_1,CA,HOBBIES,11611,3374,2016-04-09,7,4,2016,14
CA_1,CA,HOBBIES,11612,3714,2016-04-16,7,4,2016,15
CA_1,CA,HOBBIES,11613,3866,2016-04-23,7,4,2016,16
CA_1,CA,HOBBIES,11614,4051,2016-04-30,7,4,2016,17
CA_1,CA,HOBBIES,11615,3878,2016-05-07,7,5,2016,18
CA_1,CA,HOBBIES,11616,3629,2016-05-14,7,5,2016,19
CA_1,CA,HOUSEHOLD,11417,5636,2014-05-24,7,5,2014,21
CA_1,CA,HOUSEHOLD,11418,6104,2014-05-31,7,5,2014,22
CA_1,CA,HOUSEHOLD,11419,6026,2014-06-07,7,6,2014,23
CA_1,CA,HOUSEHOLD,11420,6026,2014-06-14,7,6,2014,24
CA_1,CA,HOUSEHOLD,11421,6104,2014-06-21,7,6,2014,25
CA_1,CA,HOUSEHOLD,11422,6350,2014-06-28,7,6,2014,26
CA_1,CA,HOUSEHOLD,11423,6398,2014-07-05,7,7,2014,27
CA_1,CA,HOUSEHOLD,11424,6256,2014-07-12,7,7,2014,28
CA_1,CA,HOUSEHOLD,11425,6067,2014-07-19,7,7,2014,29
CA_1,CA,HOUSEHOLD,11426,6349,2014-07-26,7,7,2014,30
CA_1,CA,HOUSEHOLD,11427,6491,2014-08-02,7,8,2014,31
CA_1,CA,HOUSEHOLD,11428,6430,2014-08-09,7,8,2014,32
CA_1,CA,HOUSEHOLD,11429,6491,2014-08-16,7,8,2014,33
CA_1,CA,HOUSEHOLD,11430,6347,2014-08-23,7,8,2014,34
CA_1,CA,HOUSEHOLD,11431,6693,2014-08-30,7,8,2014,35
CA_1,CA,HOUSEHOLD,11432,5941,2014-09-06,7,9,2014,36
CA_1,CA,HOUSEHOLD,11433,5988,2014-09-13,7,9,2014,37
CA_1,CA,HOUSEHOLD,11434,6076,2014-09-20,7,9,2014,38
CA_1,CA,HOUSEHOLD,11435,6469,2014-09-27,7,9,2014,39
CA_1,CA,HOUSEHOLD,11436,6449,2014-10-04,7,10,2014,40
CA_1,CA,HOUSEHOLD,11437,6005,2014-10-11,7,10,2014,41
CA_1,CA,HOUSEHOLD,11438,6157,2014-10-18,7,10,2014,42
CA_1,CA,HOUSEHOLD,11439,5588,2014-10-25,7,10,2014,43
CA_1,CA,HOUSEHOLD,11440,6569,2014-11-01,7,11,2014,44
CA_1,CA,HOUSEHOLD,11441,5665,2014-11-08,7,11,2014,45
CA_1,CA,HOUSEHOLD,11442,5574,2014-11-15,7,11,2014,46
CA_1,CA,HOUSEHOLD,11443,5773,2014-11-22,7,11,2014,47
CA_1,CA,HOUSEHOLD,11444,5851,2014-11-29,7,11,2014,48
CA_1,CA,HOUSEHOLD,11445,5467,2014-12-06,7,12,2014,49
CA_1,CA,HOUSEHOLD,11446,5612,2014-12-13,7,12,2014,50
CA_1,CA,HOUSEHOLD,11447,5030,2014-12-20,7,12,2014,51
CA_1,CA,HOUSEHOLD,11448,5789,2014-12-27,7,12,2014,52
CA_1,CA,HOUSEHOLD,11449,5343,2015-01-03,7,1,2015,1
CA_1,CA,HOUSEHOLD,11450,5593,2015-01-10,7,1,2015,2
CA_1,CA,HOUSEHOLD,11451,5808,2015-01-17,7,1,2015,3
CA_1,CA,HOUSEHOLD,11452,5767,2015-01-24,7,1,2015,4
CA_1,CA,HOUSEHOLD,11501,6368,2015-01-31,7,1,2015,5
CA_1,CA,HOUSEHOLD,11502,6697,2015-02-07,7,2,2015,6
CA_1,CA,HOUSEHOLD,11503,6004,2015-02-14,7,2,2015,7
CA_1,CA,HOUSEHOLD,11504,6071,2015-02-21,7,2,2015,8
CA_1,CA,HOUSEHOLD,11505,6633,2015-02-28,7,2,2015,9
CA_1,CA,HOUSEHOLD,11506,6489,2015-03-07,7,3,2015,10
CA_1,CA,HOUSEHOLD,11507,6449,2015-03-14,7,3,2015,11
CA_1,CA,HOUSEHOLD,11508,6537,2015-03-21,7,3,2015,12
CA_1,CA,HOUSEHOLD,11509,6708,2015-03-28,7,3,2015,13
CA_1,CA,HOUSEHOLD,11510,6393,2015-04-04,7,4,2015,14
CA_1,CA,HOUSEHOLD,11511,6631,2015-04-11,7,4,2015,15
CA_1,CA,HOUSEHOLD,11512,6903,2015-04-18,7,4,2015,16
CA_1,CA,HOUSEHOLD,11513,6687,2015-04-25,7,4,2015,17
CA_1,CA,HOUSEHOLD,11514,6996,2015-05-02,7,5,2015,18
CA_1,CA,HOUSEHOLD,11515,6229,2015-05-09,7,5,2015,19
CA_1,CA,HOUSEHOLD,11516,6682,2015-05-16,7,5,2015,20
CA_1,CA,HOUSEHOLD,11517,6728,2015-05-23,7,5,2015,21
CA_1,CA,HOUSEHOLD,11518,7248,2015-05-30,7,5,2015,22
CA_1,CA,HOUSEHOLD,11519,6958,2015-06-06,7,6,2015,23
CA_1,CA,HOUSEHOLD,11520,7216,2015-06-13,7,6,2015,24
CA_1,CA,HOUSEHOLD,11521,6724,2015-06-20,7,6,2015,25
CA_1,CA,HOUSEHOLD,11522,7819,2015-06-27,7,6,2015,26
CA_1,CA,HOUSEHOLD,11523,6900,2015-07-04,7,7,2015,27
CA_1,CA,HOUSEHOLD,11524,7484,2015-07-11,7,7,2015,28
CA_1,CA,HOUSEHOLD,11525,7407,2015-07-18,7,7,2015,29
CA_1,CA,HOUSEHOLD,11526,7238,2015-07-25,7,7,2015,30
CA_1,CA,HOUSEHOLD,11527,7971,2015-08-01,7,8,2015,31
CA_1,CA,HOUSEHOLD,11528,7557,2015-08-08,7,8,2015,32
CA_1,CA,HOUSEHOLD,11529,7506,2015-08-15,7,8,2015,33
CA_1,CA,HOUSEHOLD,11530,7031,2015-08-22,7,8,2015,34
CA_1,CA,HOUSEHOLD,11531,7689,2015-08-29,7,8,2015,35
CA_1,CA,HOUSEHOLD,11532,7194,2015-09-05,7,9,2015,36
CA_1,CA,HOUSEHOLD,11533,7141,2015-09-12,7,9,2015,37
CA_1,CA,HOUSEHOLD,11534,7385,2015-09-19,7,9,2015,38
CA_1,CA,HOUSEHOLD,11535,7056,2015-09-26,7,9,2015,39
CA_1,CA,HOUSEHOLD,11536,7434,2015-10-03,7,10,2015,40
CA_1,CA,HOUSEHOLD,11537,7352,2015-10-10,7,10,2015,41
CA_1,CA,HOUSEHOLD,11538,7077,2015-10-17,7,10,2015,42
CA_1,CA,HOUSEHOLD,11539,6988,2015-10-24,7,10,2015,43
CA_1,CA,HOUSEHOLD,11540,7175,2015-10-31,7,10,2015,44
CA_1,CA,HOUSEHOLD,11541,6640,2015-11-07,7,11,2015,45
CA_1,CA,HOUSEHOLD,11542,6786,2015-11-14,7,11,2015,46
CA_1,CA,HOUSEHOLD,11543,6519,2015-11-21,7,11,2015,47
CA_1,CA,HOUSEHOLD,11544,6730,2015-11-28,7,11,2015,48
CA_1,CA,HOUSEHOLD,11545,6475,2015-12-05,7,12,2015,49
CA_1,CA,HOUSEHOLD,11546,6715,2015-12-12,7,12,2015,50
CA_1,CA,HOUSEHOLD,11547,5767,2015-12-19,7,12,2015,51
CA_1,CA,HOUSEHOLD,11548,6637,2015-12-26,7,12,2015,52
CA_1,CA,HOUSEHOLD,11549,6712,2016-01-02,7,1,2016,53
CA_1,CA,HOUSEHOLD,11550,6571,2016-01-09,7,1,2016,1
CA_1,CA,HOUSEHOLD,11551,6647,2016-01-16,7,1,2016,2
CA_1,CA,HOUSEHOLD,11552,6728,2016-01-23,7,1,2016,3
CA_1,CA,HOUSEHOLD,11601,7207,2016-01-30,7,1,2016,4
CA_1,CA,HOUSEHOLD,11602,6669,2016-02-06,7,2,2016,5
CA_1,CA,HOUSEHOLD,11603,7052,2016-02-13,7,2,2016,6
CA_1,CA,HOUSEHOLD,11604,6711,2016-02-20,7,2,2016,7
CA_1,CA,HOUSEHOLD,11605,7110,2016-02-27,7,2,2016,8
CA_1,CA,HOUSEHOLD,11606,7040,2016-03-05,7,3,2016,9
CA_1,CA,HOUSEHOLD,11607,6934,2016-03-12,7,3,2016,10
CA_1,CA,HOUSEHOLD,11608,7082,2016-03-19,7,3,2016,11
CA_1,CA,HOUSEHOLD,11609,6647,2016-03-26,7,3,2016,12
CA_1,CA,HOUSEHOLD,11610,7393,2016-04-02,7,4,2016,13
CA_1,CA,HOUSEHOLD,11611,7017,2016-04-09,7,4,2016,14
CA_1,CA,HOUSEHOLD,11612,6791,2016-04-16,7,4,2016,15
CA_1,CA,HOUSEHOLD,11613,6841,2016-04-23,7,4,2016,16
CA_1,CA,HOUSEHOLD,11614,7231,2016-04-30,7,4,2016,17
CA_1,CA,HOUSEHOLD,11615,6756,2016-05-07,7,5,2016,18
CA_1,CA,HOUSEHOLD,11616,6986,2016-05-14,7,5,2016,19
CA_2,CA,FOODS,11417,11510,2014-05-24,7,5,2014,21
CA_2,CA,FOODS,11418,12757,2014-05-31,7,5,2014,22
CA_2,CA,FOODS,11419,11860,2014-06-07,7,6,2014,23
CA_2,CA,FOODS,11420,12266,2014-06-14,7,6,2014,24
CA_2,CA,FOODS,11421,12602,2014-06-21,7,6,2014,25
CA_2,CA,FOODS,11422,13526,2014-06-28,7,6,2014,26
CA_2,CA,FOODS,11423,12196,2014-07-05,7,7,2014,27
CA_2,CA,FOODS,11424,12590,2014-07-12,7,7,2014,28
CA_2,CA,FOODS,11425,12132,2014-07-19,7,7,2014,29
CA_2,CA,FOODS,11426,11963,2014-07-26,7,7,2014,30
CA_2,CA,FOODS,11427,12133,2014-08-02,7,8,2014,31
CA_2,CA,FOODS,11428,11889,2014-08-09,7,8,2014,32
CA_2,CA,FOODS,11429,12871,2014-08-16,7,8,2014,33
CA_2,CA,FOODS,11430,12143,2014-08-23,7,8,2014,34
CA_2,CA,FOODS,11431,11741,2014-08-30,7,8,2014,35
CA_2,CA,FOODS,11432,11846,2014-09-06,7,9,2014,36
CA_2,CA,FOODS,11433,13036,2014-09-13,7,9,2014,37
CA_2,CA,FOODS,11434,12020,2014-09-20,7,9,2014,38
CA_2,CA,FOODS,11435,11359,2014-09-27,7,9,2014,39
CA_2,CA,FOODS,11436,10362,2014-10-04,7,10,2014,40
CA_2,CA,FOODS,11437,9514,2014-10-11,7,10,2014,41
CA_2,CA,FOODS,11438,9469,2014-10-18,7,10,2014,42
CA_2,CA,FOODS,11439,9998,2014-10-25,7,10,2014,43
CA_2,CA,FOODS,11440,9860,2014-11-01,7,11,2014,44
CA_2,CA,FOODS,11441,10301,2014-11-08,7,11,2014,45
CA_2,CA,FOODS,11442,10069,2014-11-15,7,11,2014,46
CA_2,CA,FOODS,11443,10423,2014-11-22,7,11,2014,47
CA_2,CA,FOODS,11444,10195,2014-11-29,7,11,2014,48
CA_2,CA,FOODS,11445,11222,2014-12-06,7,12,2014,49
CA_2,CA,FOODS,11446,10706,2014-12-13,7,12,2014,50
CA_2,CA,FOODS,11447,10046,2014-12-20,7,12,2014,51
CA_2,CA,FOODS,11448,9592,2014-12-27,7,12,2014,52
CA_2,CA,FOODS,11449,10277,2015-01-03,7,1,2015,1
CA_2,CA,FOODS,11450,10910,2015-01-10,7,1,2015,2
CA_2,CA,FOODS,11451,10126,2015-01-17,7,1,2015,3
CA_2,CA,FOODS,11452,9485,2015-01-24,7,1,2015,4
CA_2,CA,FOODS,11501,9371,2015-01-31,7,1,2015,5
CA_2,CA,FOODS,11502,10398,2015-02-07,7,2,2015,6
CA_2,CA,FOODS,11503,8094,2015-02-14,7,2,2015,7
CA_2,CA,FOODS,11504,8362,2015-02-21,7,2,2015,8
CA_2,CA,FOODS,11505,9041,2015-02-28,7,2,2015,9
CA_2,CA,FOODS,11506,8702,2015-03-07,7,3,2015,10
CA_2,CA,FOODS,11507,9126,2015-03-14,7,3,2015,11
CA_2,CA,FOODS,11508,9003,2015-03-21,7,3,2015,12
CA_2,CA,FOODS,11509,9546,2015-03-28,7,3,2015,13
CA_2,CA,FOODS,11510,9085,2015-04-04,7,4,2015,14
CA_2,CA,FOODS,11511,8516,2015-04-11,7,4,2015,15
CA_2,CA,FOODS,11512,8946,2015-04-18,7,4,2015,16
CA_2,CA,FOODS,11513,9369,2015-04-25,7,4,2015,17
CA_2,CA,FOODS,11514,9138,2015-05-02,7,5,2015,18
CA_2,CA,FOODS,11515,8593,2015-05-09,7,5,2015,19
CA_2,CA,FOODS,11516,9164,2015-05-16,7,5,2015,20
CA_2,CA,FOODS,11517,9795,2015-05-23,7,5,2015,21
CA_2,CA,FOODS,11518,12899,2015-05-30,7,5,2015,22
CA_2,CA,FOODS,11519,15299,2015-06-06,7,6,2015,23
CA_2,CA,FOODS,11520,15223,2015-06-13,7,6,2015,24
CA_2,CA,FOODS,11521,14806,2015-06-20,7,6,2015,25
CA_2,CA,FOODS,11522,17788,2015-06-27,7,6,2015,26
CA_2,CA,FOODS,11523,15796,2015-07-04,7,7,2015,27
CA_2,CA,FOODS,11524,17303,2015-07-11,7,7,2015,28
CA_2,CA,FOODS,11525,17009,2015-07-18,7,7,2015,29
CA_2,CA,FOODS,11526,16420,2015-07-25,7,7,2015,30
CA_2,CA,FOODS,11527,18015,2015-08-01,7,8,2015,31
CA_2,CA,FOODS,11528,17934,2015-08-08,7,8,2015,32
