store_id,state_id,cat_id,wm_yr_wk,weekly_units,week_start,n_days,month
CA_1,CA,FOODS,11147,20477,2011-12-17,7,12
CA_1,CA,FOODS,11148,15239,2011-12-24,7,12
CA_1,CA,FOODS,11149,18445,2011-12-31,7,12
CA_1,CA,FOODS,11150,18984,2012-01-07,7,1
CA_1,CA,FOODS,11151,17588,2012-01-14,7,1
CA_1,CA,FOODS,11152,16835,2012-01-21,7,1
CA_1,CA,FOODS,11201,18577,2012-01-28,7,1
CA_1,CA,FOODS,11202,20608,2012-02-04,7,2
CA_1,CA,FOODS,11203,19479,2012-02-11,7,2
CA_1,CA,FOODS,11204,18049,2012-02-18,7,2
CA_1,CA,FOODS,11205,18582,2012-02-25,7,2
CA_1,CA,FOODS,11206,21586,2012-03-03,7,3
CA_1,CA,FOODS,11207,20018,2012-03-10,7,3
CA_1,CA,FOODS,11208,18906,2012-03-17,7,3
CA_1,CA,FOODS,11209,19237,2012-03-24,7,3
CA_1,CA,FOODS,11210,23371,2012-03-31,7,3
CA_1,CA,FOODS,11211,21599,2012-04-07,7,4
CA_1,CA,FOODS,11212,19660,2012-04-14,7,4
CA_1,CA,FOODS,11213,19426,2012-04-21,7,4
CA_1,CA,FOODS,11214,21138,2012-04-28,7,4
CA_1,CA,FOODS,11215,23540,2012-05-05,7,5
CA_1,CA,FOODS,11216,22093,2012-05-12,7,5
CA_1,CA,FOODS,11217,21190,2012-05-19,7,5
CA_1,CA,FOODS,11218,20459,2012-05-26,7,5
CA_1,CA,FOODS,11219,22963,2012-06-02,7,6
CA_1,CA,FOODS,11220,23000,2012-06-09,7,6
CA_1,CA,FOODS,11221,21463,2012-06-16,7,6
CA_1,CA,FOODS,11222,20324,2012-06-23,7,6
CA_1,CA,FOODS,11223,22965,2012-06-30,7,6
CA_1,CA,FOODS,11224,22329,2012-07-07,7,7
CA_1,CA,FOODS,11225,20548,2012-07-14,7,7
CA_1,CA,FOODS,11226,20231,2012-07-21,7,7
CA_1,CA,FOODS,11227,20144,2012-07-28,7,7
CA_1,CA,FOODS,11228,24086,2012-08-04,7,8
CA_1,CA,FOODS,11229,23037,2012-08-11,7,8
CA_1,CA,FOODS,11230,21963,2012-08-18,7,8
CA_1,CA,FOODS,11231,20032,2012-08-25,7,8
CA_1,CA,FOODS,11232,23656,2012-09-01,7,9
CA_1,CA,FOODS,11233,20971,2012-09-08,7,9
CA_1,CA,FOODS,11234,19742,2012-09-15,7,9
CA_1,CA,FOODS,11235,18794,2012-09-22,7,9
CA_1,CA,FOODS,11236,21115,2012-09-29,7,9
CA_1,CA,FOODS,11237,21054,2012-10-06,7,10
CA_1,CA,FOODS,11238,17305,2012-10-13,7,10
CA_1,CA,FOODS,11239,16641,2012-10-20,7,10
CA_1,CA,FOODS,11240,17762,2012-10-27,7,10
CA_1,CA,FOODS,11241,20093,2012-11-03,7,11
CA_1,CA,FOODS,11242,18648,2012-11-10,7,11
CA_1,CA,FOODS,11243,18402,2012-11-17,7,11
CA_1,CA,FOODS,11244,14539,2012-11-24,7,11
CA_1,CA,FOODS,11245,19292,2012-12-01,7,12
CA_1,CA,FOODS,11246,19327,2012-12-08,7,12
CA_1,CA,FOODS,11247,18914,2012-12-15,7,12
CA_1,CA,FOODS,11248,16103,2012-12-22,7,12
CA_1,CA,FOODS,11249,19037,2012-12-29,7,12
CA_1,CA,FOODS,11250,19671,2013-01-05,7,1
CA_1,CA,FOODS,11251,18295,2013-01-12,7,1
CA_1,CA,FOODS,11252,16886,2013-01-19,7,1
CA_1,CA,FOODS,11301,17381,2013-01-26,7,1
CA_1,CA,FOODS,11302,19558,2013-02-02,7,2
CA_1,CA,FOODS,11303,20213,2013-02-09,7,2
CA_1,CA,FOODS,11304,18597,2013-02-16,7,2
CA_1,CA,FOODS,11305,17564,2013-02-23,7,2
CA_1,CA,FOODS,11306,20428,2013-03-02,7,3
CA_1,CA,FOODS,11307,18684,2013-03-09,7,3
CA_1,CA,FOODS,11308,17838,2013-03-16,7,3
CA_1,CA,FOODS,11309,19064,2013-03-23,7,3
CA_1,CA,FOODS,11310,20591,2013-03-30,7,3
CA_1,CA,FOODS,11311,20394,2013-04-06,7,4
CA_1,CA,FOODS,11312,17546,2013-04-13,7,4
CA_1,CA,FOODS,11313,17859,2013-04-20,7,4
CA_1,CA,FOODS,11314,19404,2013-04-27,7,4
CA_1,CA,FOODS,11315,21406,2013-05-04,7,5
CA_1,CA,FOODS,11316,20159,2013-05-11,7,5
CA_1,CA,FOODS,11317,19789,2013-05-18,7,5
CA_1,CA,FOODS,11318,18969,2013-05-25,7,5
CA_1,CA,FOODS,11319,21818,2013-06-01,7,6
CA_1,CA,FOODS,11320,23055,2013-06-08,7,6
CA_1,CA,FOODS,11321,20584,2013-06-15,7,6
CA_1,CA,FOODS,11322,21411,2013-06-22,7,6
CA_1,CA,FOODS,11323,26560,2013-06-29,7,6
CA_1,CA,FOODS,11324,23505,2013-07-06,7,7
CA_1,CA,FOODS,11325,22270,2013-07-13,7,7
CA_1,CA,FOODS,11326,21382,2013-07-20,7,7
CA_1,CA,FOODS,11327,21836,2013-07-27,7,7
CA_1,CA,FOODS,11328,24317,2013-08-03,7,8
CA_1,CA,FOODS,11329,24997,2013-08-10,7,8
CA_1,CA,FOODS,11330,22654,2013-08-17,7,8
CA_1,CA,FOODS,11331,22998,2013-08-24,7,8
CA_1,CA,FOODS,11332,26435,2013-08-31,7,8
CA_1,CA,FOODS,11333,24633,2013-09-07,7,9
CA_1,CA,FOODS,11334,22207,2013-09-14,7,9
CA_1,CA,FOODS,11335,21719,2013-09-21,7,9
CA_1,CA,FOODS,11336,22848,2013-09-28,7,9
CA_1,CA,FOODS,11337,23751,2013-10-05,7,10
CA_1,CA,FOODS,11338,20609,2013-10-12,7,10
CA_1,CA,FOODS,11339,19897,2013-10-19,7,10
CA_1,CA,FOODS,11340,20434,2013-10-26,7,10
CA_1,CA,FOODS,11341,21596,2013-11-02,7,11
CA_1,CA,FOODS,11342,20097,2013-11-09,7,11
CA_1,CA,FOODS,11343,19261,2013-11-16,7,11
CA_1,CA,FOODS,11344,20042,2013-11-23,7,11
CA_1,CA,FOODS,11345,20051,2013-11-30,7,11
CA_1,CA,FOODS,11346,21886,2013-12-07,7,12
CA_1,CA,FOODS,11347,20379,2013-12-14,7,12
CA_1,CA,FOODS,11348,18853,2013-12-21,7,12
CA_1,CA,FOODS,11349,21087,2013-12-28,7,12
CA_1,CA,FOODS,11350,21762,2014-01-04,7,1
CA_1,CA,FOODS,11351,20333,2014-01-11,7,1
CA_1,CA,FOODS,11352,19179,2014-01-18,7,1
CA_1,CA,FOODS,11353,18284,2014-01-25,7,1
CA_1,CA,FOODS,11401,21615,2014-02-01,7,2
CA_1,CA,FOODS,11402,21559,2014-02-08,7,2
CA_1,CA,FOODS,11403,18226,2014-02-15,7,2
CA_1,CA,FOODS,11404,17766,2014-02-22,7,2
CA_1,CA,FOODS,11405,19808,2014-03-01,7,3
CA_1,CA,FOODS,11406,20830,2014-03-08,7,3
CA_1,CA,FOODS,11407,19815,2014-03-15,7,3
CA_1,CA,FOODS,11408,19878,2014-03-22,7,3
CA_1,CA,FOODS,11409,21355,2014-03-29,7,3
CA_1,CA,FOODS,11410,23635,2014-04-05,7,4
CA_1,CA,FOODS,11411,22586,2014-04-12,7,4
CA_1,CA,FOODS,11412,21138,2014-04-19,7,4
CA_1,CA,FOODS,11413,21402,2014-04-26,7,4
CA_1,CA,FOODS,11414,22814,2014-05-03,7,5
CA_1,CA,FOODS,11415,20917,2014-05-10,7,5
CA_1,CA,FOODS,11416,19776,2014-05-17,7,5
CA_1,CA,FOODS,11417,18905,2014-05-24,7,5
CA_1,CA,FOODS,11418,21420,2014-05-31,7,5
CA_1,CA,FOODS,11419,23111,2014-06-07,7,6
CA_1,CA,FOODS,11420,21318,2014-06-14,7,6
CA_1,CA,FOODS,11421,20037,2014-06-21,7,6
CA_1,CA,FOODS,11422,23320,2014-06-28,7,6
CA_1,CA,FOODS,11423,23411,2014-07-05,7,7
CA_1,CA,FOODS,11424,21824,2014-07-12,7,7
CA_1,CA,FOODS,11425,21468,2014-07-19,7,7
CA_1,CA,FOODS,11426,21716,2014-07-26,7,7
CA_1,CA,FOODS,11427,24225,2014-08-02,7,8
CA_1,CA,FOODS,11428,22692,2014-08-09,7,8
CA_1,CA,FOODS,11429,22188,2014-08-16,7,8
CA_1,CA,FOODS,11430,21489,2014-08-23,7,8
CA_1,CA,FOODS,11431,22272,2014-08-30,7,8
CA_1,CA,FOODS,11432,22877,2014-09-06,7,9
CA_1,CA,FOODS,11433,20309,2014-09-13,7,9
CA_1,CA,FOODS,11434,20649,2014-09-20,7,9
CA_1,CA,FOODS,11435,22155,2014-09-27,7,9
CA_1,CA,FOODS,11436,24234,2014-10-04,7,10
CA_1,CA,FOODS,11437,20956,2014-10-11,7,10
CA_1,CA,FOODS,11438,21124,2014-10-18,7,10
CA_1,CA,FOODS,11439,20266,2014-10-25,7,10
CA_1,CA,FOODS,11440,23170,2014-11-01,7,11
CA_1,CA,FOODS,11441,21706,2014-11-08,7,11
CA_1,CA,FOODS,11442,19955,2014-11-15,7,11
CA_1,CA,FOODS,11443,21095,2014-11-22,7,11
CA_1,CA,FOODS,11444,19231,2014-11-29,7,11
CA_1,CA,FOODS,11445,20640,2014-12-06,7,12
CA_1,CA,FOODS,11446,20194,2014-12-13,7,12
CA_1,CA,FOODS,11447,19032,2014-12-20,7,12
CA_1,CA,FOODS,11448,18935,2014-12-27,7,12
CA_1,CA,FOODS,11449,21468,2015-01-03,7,1
CA_1,CA,FOODS,11450,20464,2015-01-10,7,1
CA_1,CA,FOODS,11451,19337,2015-01-17,7,1
CA_1,CA,FOODS,11452,18697,2015-01-24,7,1
CA_1,CA,FOODS,11501,21226,2015-01-31,7,1
CA_1,CA,FOODS,11502,22842,2015-02-07,7,2
CA_1,CA,FOODS,11503,18231,2015-02-14,7,2
CA_1,CA,FOODS,11504,17254,2015-02-21,7,2
CA_1,CA,FOODS,11505,20058,2015-02-28,7,2
CA_1,CA,FOODS,11506,20179,2015-03-07,7,3
CA_1,CA,FOODS,11507,18909,2015-03-14,7,3
CA_1,CA,FOODS,11508,18895,2015-03-21,7,3
CA_1,CA,FOODS,11509,22546,2015-03-28,7,3
CA_1,CA,FOODS,11510,21503,2015-04-04,7,4
CA_1,CA,FOODS,11511,20720,2015-04-11,7,4
CA_1,CA,FOODS,11512,19900,2015-04-18,7,4
CA_1,CA,FOODS,11513,21312,2015-04-25,7,4
CA_1,CA,FOODS,11514,23272,2015-05-02,7,5
CA_1,CA,FOODS,11515,21049,2015-05-09,7,5
CA_1,CA,FOODS,11516,20178,2015-05-16,7,5
CA_1,CA,FOODS,11517,19707,2015-05-23,7,5
CA_1,CA,FOODS,11518,21742,2015-05-30,7,5
CA_1,CA,FOODS,11519,22403,2015-06-06,7,6
CA_1,CA,FOODS,11520,21543,2015-06-13,7,6
CA_1,CA,FOODS,11521,20635,2015-06-20,7,6
CA_1,CA,FOODS,11522,22598,2015-06-27,7,6
CA_1,CA,FOODS,11523,21594,2015-07-04,7,7
CA_1,CA,FOODS,11524,21052,2015-07-11,7,7
CA_1,CA,FOODS,11525,19857,2015-07-18,7,7
CA_1,CA,FOODS,11526,20248,2015-07-25,7,7
CA_1,CA,FOODS,11527,23434,2015-08-01,7,8
CA_1,CA,FOODS,11528,21741,2015-08-08,7,8
CA_1,CA,FOODS,11529,20430,2015-08-15,7,8
CA_1,CA,FOODS,11530,18891,2015-08-22,7,8
CA_1,CA,FOODS,11531,20749,2015-08-29,7,8
CA_1,CA,FOODS,11532,21872,2015-09-05,7,9
CA_1,CA,FOODS,11533,20388,2015-09-12,7,9
CA_1,CA,FOODS,11534,20654,2015-09-19,7,9
CA_1,CA,FOODS,11535,20262,2015-09-26,7,9
CA_1,CA,FOODS,11536,23426,2015-10-03,7,10
CA_1,CA,FOODS,11537,21244,2015-10-10,7,10
CA_1,CA,FOODS,11538,19548,2015-10-17,7,10
CA_1,CA,FOODS,11539,19240,2015-10-24,7,10
CA_1,CA,FOODS,11540,18816,2015-10-31,7,10
CA_1,CA,FOODS,11541,18711,2015-11-07,7,11
CA_1,CA,FOODS,11542,17833,2015-11-14,7,11
CA_1,CA,FOODS,11543,18568,2015-11-21,7,11
CA_1,CA,FOODS,11544,16591,2015-11-28,7,11
CA_1,CA,FOODS,11545,18012,2015-12-05,7,12
CA_1,CA,FOODS,11546,18191,2015-12-12,7,12
CA_1,CA,FOODS,11547,17588,2015-12-19,7,12
CA_1,CA,FOODS,11548,16635,2015-12-26,7,12
CA_1,CA,FOODS,11549,18807,2016-01-02,7,1
CA_1,CA,FOODS,11550,19655,2016-01-09,7,1
CA_1,CA,FOODS,11551,18923,2016-01-16,7,1
CA_1,CA,FOODS,11552,18030,2016-01-23,7,1
CA_1,CA,FOODS,11601,20494,2016-01-30,7,1
CA_1,CA,FOODS,11602,21184,2016-02-06,7,2
CA_1,CA,FOODS,11603,19798,2016-02-13,7,2
CA_1,CA,FOODS,11604,18904,2016-02-20,7,2
CA_1,CA,FOODS,11605,20042,2016-02-27,7,2
CA_1,CA,FOODS,11606,21600,2016-03-05,7,3
CA_1,CA,FOODS,11607,19669,2016-03-12,7,3
CA_1,CA,FOODS,11608,21985,2016-03-19,7,3
CA_1,CA,FOODS,11609,20496,2016-03-26,7,3
CA_1,CA,FOODS,11610,22389,2016-04-02,7,4
CA_1,CA,FOODS,11611,20850,2016-04-09,7,4
CA_1,CA,FOODS,11612,20842,2016-04-16,7,4
CA_1,CA,FOODS,11613,21064,2016-04-23,7,4
CA_1,CA,FOODS,11614,23357,2016-04-30,7,4
CA_1,CA,FOODS,11615,22592,2016-05-07,7,5
CA_1,CA,FOODS,11616,23418,2016-05-14,7,5
CA_1,CA,HOBBIES,11101,2942,2011-01-29,7,1
CA_1,CA,HOBBIES,11102,3387,2011-02-05,7,2
CA_1,CA,HOBBIES,11103,2724,2011-02-12,7,2
CA_1,CA,HOBBIES,11104,3622,2011-02-19,7,2
CA_1,CA,HOBBIES,11105,1794,2011-02-26,7,2
CA_1,CA,HOBBIES,11106,3017,2011-03-05,7,3
CA_1,CA,HOBBIES,11107,2834,2011-03-12,7,3
CA_1,CA,HOBBIES,11108,3299,2011-03-19,7,3
CA_1,CA,HOBBIES,11109,3206,2011-03-26,7,3
CA_1,CA,HOBBIES,11110,3349,2011-04-02,7,4
CA_1,CA,HOBBIES,11111,3266,2011-04-09,7,4
CA_1,CA,HOBBIES,11112,2616,2011-04-16,7,4
CA_1,CA,HOBBIES,11113,2986,2011-04-23,7,4
CA_1,CA,HOBBIES,11114,3050,2011-04-30,7,4
CA_1,CA,HOBBIES,11115,3182,2011-05-07,7,5
CA_1,CA,HOBBIES,11116,2751,2011-05-14,7,5
CA_1,CA,HOBBIES,11117,3030,2011-05-21,7,5
CA_1,CA,HOBBIES,11118,2781,2011-05-28,7,5
CA_1,CA,HOBBIES,11119,3052,2011-06-04,7,6
CA_1,CA,HOBBIES,11120,3093,2011-06-11,7,6
CA_1,CA,HOBBIES,11121,3041,2011-06-18,7,6
CA_1,CA,HOBBIES,11122,2913,2011-06-25,7,6
CA_1,CA,HOBBIES,11123,2980,2011-07-02,7,7
CA_1,CA,HOBBIES,11124,2764,2011-07-09,7,7
CA_1,CA,HOBBIES,11125,2752,2011-07-16,7,7
CA_1,CA,HOBBIES,11126,3135,2011-07-23,7,7
CA_1,CA,HOBBIES,11127,3076,2011-07-30,7,7
CA_1,CA,HOBBIES,11128,2979,2011-08-06,7,8
CA_1,CA,HOBBIES,11129,2893,2011-08-13,7,8
CA_1,CA,HOBBIES,11130,2934,2011-08-20,7,8
CA_1,CA,HOBBIES,11131,2805,2011-08-27,7,8
CA_1,CA,HOBBIES,11132,3276,2011-09-03,7,9
CA_1,CA,HOBBIES,11133,2724,2011-09-10,7,9
CA_1,CA,HOBBIES,11134,2753,2011-09-17,7,9
CA_1,CA,HOBBIES,11135,3100,2011-09-24,7,9
CA_1,CA,HOBBIES,11136,3266,2011-10-01,7,10
CA_1,CA,HOBBIES,11137,3358,2011-10-08,7,10
CA_1,CA,HOBBIES,11138,3109,2011-10-15,7,10
CA_1,CA,HOBBIES,11139,2795,2011-10-22,7,10
CA_1,CA,HOBBIES,11140,3021,2011-10-29,7,10
CA_1,CA,HOBBIES,11141,2710,2011-11-05,7,11
CA_1,CA,HOBBIES,11142,2610,2011-11-12,7,11
CA_1,CA,HOBBIES,11143,2637,2011-11-19,7,11
CA_1,CA,HOBBIES,11144,2624,2011-11-26,7,11
CA_1,CA,HOBBIES,11145,3432,2011-12-03,7,12
CA_1,CA,HOBBIES,11146,2720,2011-12-10,7,12
CA_1,CA,HOBBIES,11147,2887,2011-12-17,7,12
CA_1,CA,HOBBIES,11148,2729,2011-12-24,7,12
CA_1,CA,HOBBIES,11149,2891,2011-12-31,7,12
CA_1,CA,HOBBIES,11150,2963,2012-01-07,7,1
CA_1,CA,HOBBIES,11151,2635,2012-01-14,7,1
CA_1,CA,HOBBIES,11152,2799,2012-01-21,7,1
CA_1,CA,HOBBIES,11201,2873,2012-01-28,7,1
CA_1,CA,HOBBIES,11202,2789,2012-02-04,7,2
CA_1,CA,HOBBIES,11203,2587,2012-02-11,7,2
CA_1,CA,HOBBIES,11204,2666,2012-02-18,7,2
CA_1,CA,HOBBIES,11205,3170,2012-02-25,7,2
CA_1,CA,HOBBIES,11206,2700,2012-03-03,7,3
CA_1,CA,HOBBIES,11207,3019,2012-03-10,7,3
CA_1,CA,HOBBIES,11208,2705,2012-03-17,7,3
CA_1,CA,HOBBIES,11209,3043,2012-03-24,7,3
CA_1,CA,HOBBIES,11210,3069,2012-03-31,7,3
CA_1,CA,HOBBIES,11211,3279,2012-04-07,7,4
CA_1,CA,HOBBIES,11212,3014,2012-04-14,7,4
CA_1,CA,HOBBIES,11213,2769,2012-04-21,7,4
CA_1,CA,HOBBIES,11214,3269,2012-04-28,7,4
CA_1,CA,HOBBIES,11215,2472,2012-05-05,7,5
CA_1,CA,HOBBIES,11216,2058,2012-05-12,7,5
CA_1,CA,HOBBIES,11217,1930,2012-05-19,7,5
CA_1,CA,HOBBIES,11218,3249,2012-05-26,7,5
CA_1,CA,HOBBIES,11219,3105,2012-06-02,7,6
CA_1,CA,HOBBIES,11220,3063,2012-06-09,7,6
CA_1,CA,HOBBIES,11221,3012,2012-06-16,7,6
CA_1,CA,HOBBIES,11222,2799,2012-06-23,7,6
CA_1,CA,HOBBIES,11223,2619,2012-06-30,7,6
CA_1,CA,HOBBIES,11224,2914,2012-07-07,7,7
CA_1,CA,HOBBIES,11225,2883,2012-07-14,7,7
CA_1,CA,HOBBIES,11226,2513,2012-07-21,7,7
CA_1,CA,HOBBIES,11227,2617,2012-07-28,7,7
CA_1,CA,HOBBIES,11228,2070,2012-08-04,7,8
CA_1,CA,HOBBIES,11229,2328,2012-08-11,7,8
CA_1,CA,HOBBIES,11230,2311,2012-08-18,7,8
CA_1,CA,HOBBIES,11231,2359,2012-08-25,7,8
CA_1,CA,HOBBIES,11232,2224,2012-09-01,7,9
CA_1,CA,HOBBIES,11233,2189,2012-09-08,7,9
CA_1,CA,HOBBIES,11234,2231,2012-09-15,7,9
CA_1,CA,HOBBIES,11235,2385,2012-09-22,7,9
CA_1,CA,HOBBIES,11236,2313,2012-09-29,7,9
CA_1,CA,HOBBIES,11237,2296,2012-10-06,7,10
CA_1,CA,HOBBIES,11238,2348,2012-10-13,7,10
CA_1,CA,HOBBIES,11239,2318,2012-10-20,7,10
CA_1,CA,HOBBIES,11240,2350,2012-10-27,7,10
CA_1,CA,HOBBIES,11241,2148,2012-11-03,7,11
CA_1,CA,HOBBIES,11242,1994,2012-11-10,7,11
CA_1,CA,HOBBIES,11243,2029,2012-11-17,7,11
CA_1,CA,HOBBIES,11244,1780,2012-11-24,7,11
CA_1,CA,HOBBIES,11245,2122,2012-12-01,7,12
CA_1,CA,HOBBIES,11246,2025,2012-12-08,7,12
CA_1,CA,HOBBIES,11247,2253,2012-12-15,7,12
CA_1,CA,HOBBIES,11248,1613,2012-12-22,7,12
CA_1,CA,HOBBIES,11249,1978,2012-12-29,7,12
CA_1,CA,HOBBIES,11250,2058,2013-01-05,7,1
CA_1,CA,HOBBIES,11251,1971,2013-01-12,7,1
CA_1,CA,HOBBIES,11252,2523,2013-01-19,7,1
CA_1,CA,HOBBIES,11301,3363,2013-01-26,7,1
CA_1,CA,HOBBIES,11302,2562,2013-02-02,7,2
CA_1,CA,HOBBIES,11303,3346,2013-02-09,7,2
CA_1,CA,HOBBIES,11304,3370,2013-02-16,7,2
CA_1,CA,HOBBIES,11305,3407,2013-02-23,7,2
CA_1,CA,HOBBIES,11306,2540,2013-03-02,7,3
CA_1,CA,HOBBIES,11307,3046,2013-03-09,7,3
CA_1,CA,HOBBIES,11308,3206,2013-03-16,7,3
CA_1,CA,HOBBIES,11309,2440,2013-03-23,7,3
CA_1,CA,HOBBIES,11310,3546,2013-03-30,7,3
CA_1,CA,HOBBIES,11311,3419,2013-04-06,7,4
CA_1,CA,HOBBIES,11312,3276,2013-04-13,7,4
CA_1,CA,HOBBIES,11313,3509,2013-04-20,7,4
CA_1,CA,HOBBIES,11314,2544,2013-04-27,7,4
CA_1,CA,HOBBIES,11315,2815,2013-05-04,7,5
CA_1,CA,HOBBIES,11316,3180,2013-05-11,7,5
CA_1,CA,HOBBIES,11317,3622,2013-05-18,7,5
CA_1,CA,HOBBIES,11318,3387,2013-05-25,7,5
CA_1,CA,HOBBIES,11319,4012,2013-06-01,7,6
CA_1,CA,HOBBIES,11320,3647,2013-06-08,7,6
CA_1,CA,HOBBIES,11321,3505,2013-06-15,7,6
CA_1,CA,HOBBIES,11322,3330,2013-06-22,7,6
CA_1,CA,HOBBIES,11323,3352,2013-06-29,7,6
CA_1,CA,HOBBIES,11324,3042,2013-07-06,7,7
CA_1,CA,HOBBIES,11325,3275,2013-07-13,7,7
CA_1,CA,HOBBIES,11326,3381,2013-07-20,7,7
CA_1,CA,HOBBIES,11327,3429,2013-07-27,7,7
CA_1,CA,HOBBIES,11328,3387,2013-08-03,7,8
CA_1,CA,HOBBIES,11329,3129,2013-08-10,7,8
CA_1,CA,HOBBIES,11330,3164,2013-08-17,7,8
CA_1,CA,HOBBIES,11331,3224,2013-08-24,7,8
CA_1,CA,HOBBIES,11332,2339,2013-08-31,7,8
CA_1,CA,HOBBIES,11333,3159,2013-09-07,7,9
CA_1,CA,HOBBIES,11334,3324,2013-09-14,7,9
CA_1,CA,HOBBIES,11335,3409,2013-09-21,7,9
CA_1,CA,HOBBIES,11336,3952,2013-09-28,7,9
CA_1,CA,HOBBIES,11337,3429,2013-10-05,7,10
CA_1,CA,HOBBIES,11338,3489,2013-10-12,7,10
CA_1,CA,HOBBIES,11339,3274,2013-10-19,7,10
CA_1,CA,HOBBIES,11340,3584,2013-10-26,7,10
CA_1,CA,HOBBIES,11341,3510,2013-11-02,7,11
CA_1,CA,HOBBIES,11342,3716,2013-11-09,7,11
CA_1,CA,HOBBIES,11343,3558,2013-11-16,7,11
CA_1,CA,HOBBIES,11344,3216,2013-11-23,7,11
CA_1,CA,HOBBIES,11345,4071,2013-11-30,7,11
CA_1,CA,HOBBIES,11346,3842,2013-12-07,7,12
CA_1,CA,HOBBIES,11347,3851,2013-12-14,7,12
CA_1,CA,HOBBIES,11348,3268,2013-12-21,7,12
CA_1,CA,HOBBIES,11349,3311,2013-12-28,7,12
CA_1,CA,HOBBIES,11350,3590,2014-01-04,7,1
CA_1,CA,HOBBIES,11351,3094,2014-01-11,7,1
CA_1,CA,HOBBIES,11352,3146,2014-01-18,7,1
CA_1,CA,HOBBIES,11353,3219,2014-01-25,7,1
CA_1,CA,HOBBIES,11401,3402,2014-02-01,7,2
CA_1,CA,HOBBIES,11402,3192,2014-02-08,7,2
CA_1,CA,HOBBIES,11403,3243,2014-02-15,7,2
CA_1,CA,HOBBIES,11404,3114,2014-02-22,7,2
CA_1,CA,HOBBIES,11405,3232,2014-03-01,7,3
CA_1,CA,HOBBIES,11406,3246,2014-03-08,7,3
CA_1,CA,HOBBIES,11407,3054,2014-03-15,7,3
CA_1,CA,HOBBIES,11408,3131,2014-03-22,7,3
CA_1,CA,HOBBIES,11409,3278,2014-03-29,7,3
CA_1,CA,HOBBIES,11410,3642,2014-04-05,7,4
CA_1,CA,HOBBIES,11411,2979,2014-04-12,7,4
CA_1,CA,HOBBIES,11412,3156,2014-04-19,7,4
CA_1,CA,HOBBIES,11413,3158,2014-04-26,7,4
CA_1,CA,HOBBIES,11414,3501,2014-05-03,7,5
CA_1,CA,HOBBIES,11415,2957,2014-05-10,7,5
CA_1,CA,HOBBIES,11416,3283,2014-05-17,7,5
CA_1,CA,HOBBIES,11417,3180,2014-05-24,7,5
CA_1,CA,HOBBIES,11418,3703,2014-05-31,7,5
